Group Code As Per Xcube,Group Name as per Xcube,Site Code As Per Xcube,Site Name As Per Xcube,Billing Name As Per Tally,Region,zone,state,Party State,GSTIN/UIN,Costcentre,Address,site_code_no
GROUP16,The Jammu and Kashmir Bank Limited,SITE984,The Jammu and Kashmir Bank Ltd.Kanpur,The Jammu and Kashmir Bank Ltd.Kanpur,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,984
GROUP16,The Jammu and Kashmir Bank Limited,SITE162,The Jammu and Kashmir Bank Ltd.Karnal,The Jammu and Kashmir Bank Ltd.Karnal,Delhi,1,13,Haryana,06AAACT6167G1ZB,The J&K Bank Ltd ( Delhi ) - New,,162
GROUP16,The Jammu and Kashmir Bank Limited,SITE959,The Jammu and Kashmir Bank Ltd.Khanna,The Jammu and Kashmir Bank Ltd.Khanna,Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,959
GROUP16,The Jammu and Kashmir Bank Limited,SITE992,"The Jammu and Kashmir Bank Ltd.Kolkata(Main)","The Jammu and Kashmir Bank Ltd.
Kolkata(Main)",Delhi,1,,West Bengal,19AAACT6167G1Z4,The J&K Bank Ltd. ( West Bengal ) - New,,992
GROUP16,The Jammu and Kashmir Bank Limited,SITE1291,"The Jammu and Kashmir Bank Ltd.Kolkata(Mullick Bazaar)","The Jammu and Kashmir Bank Ltd.
Kolkata(Mullick Bazaar)
",Delhi,1,,West Bengal,19AAACT6167G1Z4,The J&K Bank Ltd. ( West Bengal ) - New,,1291
GROUP16,The Jammu and Kashmir Bank Limited,SITE168,"The Jammu and Kashmir Bank Ltd.Kullu","The Jammu and Kashmir Bank Ltd.
Kullu
",Delhi,1,17,Himachal Pradesh,02AAACT6167G1ZJ,The J&K Bank Ltd. ( Haryana ) - New,,168
GROUP16,The Jammu and Kashmir Bank Limited,SITE985,The Jammu and Kashmir Bank Ltd-Lucknow,The Jammu and Kashmir Bank Ltd-Lucknow,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,985
GROUP16,The Jammu and Kashmir Bank Limited,SITE960,The Jammu and Kashmir Bank Ltd.Majith Mandi - Amritsar,The Jammu and Kashmir Bank Ltd.Majith Mandi - Amritsar,Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd. ( Punjab ) - New,,960
GROUP16,The Jammu and Kashmir Bank Limited,SITE169,"The Jammu and Kashmir Bank Ltd.Manali","The Jammu and Kashmir Bank Ltd.Manali
",Delhi,1,17,Himachal Pradesh,02AAACT6167G1ZJ,The J&K Bank Ltd ( Delhi ) - New,,169
GROUP16,The Jammu and Kashmir Bank Limited,SITE961,"The Jammu and Kashmir Bank Ltd.Mandi Gobind","The Jammu and Kashmir Bank Ltd.Mandi Gobind
",Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,961
GROUP16,The Jammu and Kashmir Bank Limited,SITE962,"The Jammu and Kashmir Bank LtdMansa","The Jammu and Kashmir Bank LtdMansa
",Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,962
GROUP16,The Jammu and Kashmir Bank Limited,SITE986,The Jammu and Kashmir Bank Ltd-Meerut,The Jammu and Kashmir Bank Ltd-Meerut,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,986
GROUP16,The Jammu and Kashmir Bank Limited,SITE963,"The Jammu and Kashmir Bank Ltd.Moga","The Jammu and Kashmir Bank Ltd.Moga
",Delhi,1,12,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,963
GROUP16,The Jammu and Kashmir Bank Limited,SITE964,The Jammu and Kashmir Bank Ltd.Mohali,The Jammu and Kashmir Bank Ltd.Mohali,Delhi,1,12,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,964
GROUP16,The Jammu and Kashmir Bank Limited,SITE1312,The Jammu and Kashmir Bank Ltd.Mohalizone,The Jammu and Kashmir Bank Ltd.Mohalizone,Delhi,1,12,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,1312
GROUP16,The Jammu and Kashmir Bank Limited,SITE1292,"The Jammu and Kashmir Bank Ltd.Moradabad","The Jammu and Kashmir Bank Ltd.Moradabad
",Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,1292
GROUP16,The Jammu and Kashmir Bank Limited,SITE163,"The Jammu and Kashmir Bank Ltd.Panchkula","The Jammu and Kashmir Bank Ltd.
Panchkula",Delhi,1,13,Haryana,06AAACT6167G1ZB,The J&K Bank Ltd ( Delhi ) - New,,163
GROUP16,The Jammu and Kashmir Bank Limited,SITE965,"The Jammu and Kashmir Bank Ltd.Pathankot","The Jammu and Kashmir Bank Ltd.Pathankot
",Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,965
GROUP16,The Jammu and Kashmir Bank Limited,SITEN/A,"The Jammu and Kashmir Bank Ltd.Patiala","The Jammu and Kashmir Bank Ltd.
Patiala
",Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,N/A
GROUP16,The Jammu and Kashmir Bank Limited,SITE1293,The Jammu and Kashmir Bank Ltd.Patna,The Jammu and Kashmir Bank Ltd.Patna,Delhi,1,18,Bihar,10AAACT6167G1ZM,The J&K Bank Ltd ( Delhi ) - New,,1293
GROUP16,The Jammu and Kashmir Bank Limited,SITE966,"The Jammu and Kashmir Bank Ltd.Phagwara","The Jammu and Kashmir Bank Ltd.
Phagwara",Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd. ( Punjab ) - New,,966
GROUP16,The Jammu and Kashmir Bank Limited,SITE1294,"The Jammu and Kashmir Bank Ltd.Ranchi","The Jammu and Kashmir Bank Ltd.
Ranchi",Delhi,1,19,Jharkhand,20AAACT6167G1ZL,The J&K Bank Ltd. ( Punjab ) - New,,1294
GROUP16,The Jammu and Kashmir Bank Limited,SITE165,"The Jammu and Kashmir Bank Ltd.Rohtak","The Jammu and Kashmir Bank Ltd.
Rohtak
",Delhi,1,13,Haryana,06AAACT6167G1ZB,The J&K Bank Ltd ( Delhi ) - New,,165
GROUP16,The Jammu and Kashmir Bank Limited,SITE1295,The Jammu and Kashmir Bank Ltd.Roorkee,The Jammu and Kashmir Bank Ltd.Roorkee,Delhi,1,15,Uttarakhand,05AAACT6167G1ZD,The J&K Bank Ltd ( Delhi ) - New,,1295
GROUP16,The Jammu and Kashmir Bank Limited,SITE967,The Jammu and Kashmir Bank Ltd.-Amritsar(Shastri Market,The Jammu and Kashmir Bank Ltd.-Amritsar(Shastri Market,Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd. ( Punjab ) - New,,967
GROUP16,The Jammu and Kashmir Bank Limited,SITE170,The Jammu and Kashmir Bank Ltd.-Shimla,The Jammu and Kashmir Bank Ltd.-Shimla,Delhi,1,17,Himachal Pradesh,02AAACT6167G1ZJ,The J&K Bank Ltd ( Delhi ) - New,,170
GROUP16,The Jammu and Kashmir Bank Limited,SITE1299,"The Jammu and Kashmir Bank Ltd.Solan","The Jammu and Kashmir Bank Ltd.Solan
",Delhi,1,17,Himachal Pradesh,02AAACT6167G1ZJ,The J&K Bank Ltd ( Delhi ) - New,,1299
GROUP16,The Jammu and Kashmir Bank Limited,SITE989,"The Jammu and Kashmir Bank Ltd.Varanasi","The Jammu and Kashmir Bank Ltd.Varanasi
",Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,989
GROUP16,The Jammu and Kashmir Bank Limited,SITE151,The Jammu And Kashmir Bank Limited Delhi (Vikas Marg),"The Jammu and Kashmir Bank Ltd-Vikash Marg 
",Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,151
GROUP16,The Jammu and Kashmir Bank Limited,SITE166,"The Jammu and Kashmir Bank Ltd.Yamuna Nagar","The Jammu and Kashmir Bank Ltd.Yamuna Nagar
",Delhi,1,13,Haryana,06AAACT6167G1ZB,The J&K Bank Ltd ( Delhi ) - New,,166
GROUP16,The Jammu and Kashmir Bank Limited,SITE968,"The Jammu and Kashmir Bank Ltd.Zirakpur","The Jammu and Kashmir Bank Ltd.
Zirakpur",Delhi,1,9,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd. ( Punjab ) - New,,968
GROUP16,The Jammu and Kashmir Bank Limited,SITE978,The Jammu and Kashmir Bank Ltd. - Agra New,The Jammu and Kashmir Bank Ltd. - Agra New,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,978
GROUP16,The Jammu and Kashmir Bank Limited,SITE952,The Jammu and Kashmir Bank Ltd.Bhatinda,The Jammu and Kashmir Bank Ltd.Bhatinda,Delhi,1,12,Punjab,03AAACT6167G1ZH,The J&K Bank Ltd ( Delhi ) - New,,952
GROUP16,The Jammu and Kashmir Bank Limited,SITE148,The jammu and kashmir Bank Ltd Shalimar Garden,The jammu and kashmir Bank Ltd Shalimar Garden,Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,148
GROUP16,The Jammu and Kashmir Bank Limited,SITE988,"The Jammu and Kashmir Bank Ltd Saharanpur","The Jammu and Kashmir Bank Ltd Saharanpur
",Delhi,1,12,Uttar Pradesh,09AAACT6167G1Z5,The J&K Bank Ltd ( Delhi ) - New,,988
GROUP16,The Jammu and Kashmir Bank Limited,SITE1296,The Jammu and Kashmir  Bank Ltd- Ajmer,"The Jammu and Kashmir  Bank Ltd- Ajmer     
",Delhi,1,20,Rajasthan,08AAACT6167G1Z7,The J&K Bank Ltd. ( Ajmer ) - New,,1296
GROUP16,The Jammu and Kashmir Bank Limited,SITE969,The Jammu and Kashmir Bank Ltd.Jaipur,The Jammu and Kashmir Bank Ltd.Jaipur,Delhi,1,20,Rajasthan,08AAACT6167G1Z7,The J&K Bank Ltd. ( Punjab ) - New,,969
GROUP16,The Jammu and Kashmir Bank Limited,SITE1297,The Jammu and Kashmir Bank Ltd.Dharamshala,The Jammu and Kashmir Bank Ltd.Dharamshala,Delhi,1,17,Himachal Pradesh,02AAACT6167G1ZJ,The J&K Bank Ltd. ( Haryana ) - New,,1297
GROUP57,Pepperfry Groups,SITE1207,Pepperfry Elanta Mall,"TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED ( Elantemall)
",Delhi,1,13,Haryana,06AADCT9374Q1ZG,Pepperfry Elantemall-New,"Pepperfry Chandigarh Elanta Mall,ELANTEMALL, 178- 178 A, UNIT NO. 30, PURCHASE MARG, INDUSTRIAL AREA PHASE 1,Chandigarh-160002.",1207
GROUP57,Pepperfry Groups,SITE1218,Pepperfry City Centre Mall,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED,Delhi,1,13,Haryana,06AADCT9374Q1ZG,Pepperfry Gurgaon City Center-New,,1218
GROUP57,Pepperfry Groups,SITE1219,Pepperfry  Indirapuram,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED,Delhi,1,12,Uttar Pradesh,06AADCT9374Q1ZG,Pepperfry Indirapuram-New,"Pepperfry Ghaziabad Indirapuram,GR.FLOOR BLOCK E 238 to 243A INDRAPURRAM HABITAT CENTRE PLOT NO 16 AHINSA,Khand1,Indirapuram,Ghaziabad,UP.",1219
GROUP57,Pepperfry Groups,SITE1211,Pepperfry JMD Mall,"TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED ( JMD MALL)
",Delhi,1,13,Haryana,06AADCT9374Q1ZG,Pepperfry Jmd Mall-New,"Pepperfry JMD Mall,Unit R2 - Opp HDFC bank , JMD Megapolis, Sohna Road, Sector 48,Gurugram,Haryana-122018",1211
GROUP57,Pepperfry Groups,SITE1044,Pepperfry  PUNJABI BAGH DELHI,Trendsutra Client Services Pvt. Ltd(Punjab Baugh),Delhi,1,13,Delhi,07AADCT9374Q1ZE,Pepperfry Delhi - New,"Pepperfry Delhi Punjabi Bagh,38/61, Upper Ground Floor, Club Road, Punjabi Bagh, New Delhi 110026.
",1044
GROUP57,Pepperfry Groups,SITE1217,Pepperfry Sohna Road Spaze ,"TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED ( Sohna Road Sec 49)
",Delhi,1,13,Haryana,06AADCT9374Q1ZG,Pepperfry Sohna Road Sec 49-New,"Pepperfry Sohna Road Spaze  Boulevard,Spaze Boulevard, Sec 49, Sohna Road, Gurgaon, Haryana
",1217
GROUP57,Pepperfry Groups,SITE1208,Pepperfry South extension,"TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED (  South Extension)
",Delhi,1,13,Delhi,07AADCT9374Q1ZE,Pepperfry South Extension Center-New,"Pepperfry South Extension,South Ex New Delhi
",1208
GROUP57,Pepperfry Groups,SITE1216,Pepperfry Sohna Road JMB ,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED,Delhi,1,13,Haryana,06AADCT9374Q1ZG,Pepperfry Sohna Road Sec 48-New,"Pepperfry Sohna Road Spaze  Boulevard,Spaze Boulevard, Sec 49, Sohna Road, Gurgaon, Haryana
,",1216
GROUP57,Pepperfry Groups,SITE1209,Pepperfry Kirti Nagar,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED,Delhi,1,13,Delhi,07AADCT9374Q1ZE,Pepperfry Kirti Nagar-New,"PepperfryDelhi Kirti Nagar,STUDIO PEPPERFRY - DELHI KIRTI NAGAR2/5 WHS, KIRTI NAGAR, NEAR KIRTI NAGAR,Police Station,NewDelhi-110015.",1209
GROUP57,Pepperfry Groups,SITE1210,Pepperfry Sec 29,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED,Delhi,1,13,Haryana,06AADCT9374Q1ZG,Pepperfry Sec 29-New,,1210
GROUP16,The Jammu and Kashmir Bank Limited,SITE1298,The Jammu and Kashmir Bank Ltd- Baba Khadak,The Jammu and Kashmir Bank Ltd- Baba Khadak,Delhi,1,8,Delhi,07AAACT6167G1Z9,The J&K Bank Ltd ( Delhi ) - New,,1298
GROUP57,Pepperfry Groups,SITE1241,Trendsutra Client Services P Ltd (Logix Park Noida),Trendsutra Client Services Private Limited,Delhi,1,12,Uttar Pradesh,09AADCT9374Q1ZA,Pepperfry - Logix park Noida Sector -32 - New,"Pepperfry Logiccity Centre Mall,Noida Sector 32,Near Citycentre,Metro Station,Noida-201301, Uttarpradesh",1241
GROUP108,Trent Groups,SITE1053,Trent Nagarbhavi,Trent Hypermarket Pvt. Ltd(Nagarbhavi),Bangalore,2,2,Karnataka,29AACCT9803D1ZA,Trent Hypermarket Pvt. Ltd(Nagarbhavi),,1053
GROUP31,Catholic Club,SITE23,Catholic Club,Catholic Club,Bangalore,2,2,Karnataka,29AAAAC0267C1Z7,Catholic Club - New,"Catholic Club,No. 22, Museum Road, Bangalore,Karnataka 560025",23
GROUP64,Orion groups,SITE1034,Orion East Food Court,Orion property Management services Ltd-Orion east.,Bangalore,2,2,Karnataka,29AABCO5307J1ZC,Orion Mall East Food Court - New,"Orion Mall Management Company Ltd,Orion East, Mall Management Office 5th Floor,No. 10/34, Banaswadi Main Road, Maruti Sevanagar,Bangalore-560033.",1034
GROUP105,Decathlon,SITE1141,Decathlon ,"Decathlon sports India Pvt Ltd     
",Bangalore,2,2,Karnataka,29AAACL9861H1Z2,Decathlon sports - New,"Decathlon sports India Pvt Ltd,Survey No - 78/10, A2 - Chikkajala Village,Bellary Rd, Bengaluru, Karnataka 562157  
",1141
GROUP108,Trent Groups,SITE1051,Trent Hoskate,Trent Hypermarket Private Ltd.(Trent Hoskote),Bangalore,2,2,Karnataka,29AACCT9803D1ZA,Trent Hypermarket Private Ltd.(Trent Hoskote),,1051
GROUP59,Bill Forge,SITE1124,Bill Forge Private Limited - Plant-III,Bill Forge Private Limited - Plant-III,Bangalore,2,2,Karnataka,29AAACB8620J1ZK,Bill Forge Private Limited - New,"No - 7 C, KIADB, Industrial Area, Hosur Road,Attibele, Bangalore - 562107",1124
GROUP94,Donatus Victoria Estates Hotels Pvt Ltd,SITE1019,Donatus Victoria Estates Hotels Pvt Ltd,Donatus Victoria Estates & Hotels,Bangalore,2,2,Karnataka,29AABCD3348N1ZA,Donatus Victoria Estates Hotels Pvt Ltd - New,"Donatus Victoria Estates & Hotels,Victoria Embassy, 47, Level 5,Residency Road,Bangalore 560025",1019
GROUP59,Bill Forge,SITE1142,Bill forge - Plant 9,Bill Forge Private Limited - Plant-I,Bangalore,2,2,Karnataka,29AAACB8620J1ZK,Bill Forge Private Limited - New,"98 L&M,KIADB Industrial Area,Phase II,Jigani,Anekal,Taluk,Bangalore",1142
GROUP29,Bioplus Life Sciences Private Limited,SITE19,Bioplus Life Sciences Private Limited,Bioplus Life Sciences Pvt Ltd,Bangalore,2,2,Karnataka,29AACCB3621R1ZB,Bioplus Life Sciences Private Ltd. - New,"Bioplus Life Sciences Pvt Ltd,S.No.10-1A, Hoodie Village,Krishnarajapuram Hobli,Bangalore 560048",19
GROUP28,Belong Technologies Privte Limited,SITE15,Belong Technologies Privte Limited (Dataemo),Belong Technologies India Pvt Ltd.,Bangalore,2,2,Karnataka,29AAGCB3050Q1ZA,Belong Technologies Pvt. Ltd (Dataemo) - New,"Belong Technologies India Pvt Ltd,No. 6, Zeeshan Arch, 10th Main,Jeevanbhimanagar Main Road,HAL 3rd Stage,",15
GROUP64,Orion groups,SITE82,Orion Mall Management Company Limited,Orion property Management services Ltd-Orion east,Bangalore,2,2,Karnataka,29AABCO5307J1ZC,Orion Mall - New,"Orion Mall Management Company Ltd,Orion East, Mall Management Office 5th Floor,No. 10/34, Banaswadi Main Road, Maruti Sevanagar,Bangalore-560033.",82
GROUP111,Solara Pharma,SITE1030,Solara Pharma,Solara Active Pharma Sciences Limited,Bangalore,2,2,Karnataka,29AAYCS2093N1Z8,Solara Active Pharma R&D Centre - New,,1030
GROUP16,The Jammu and Kashmir Bank Limited,SITE1304,The Jammu and Kashmir Bank Ltd. - Bangalore,The Jammu and Kashmir Bank Ltd. - Bangalore,Bangalore,2,2,Karnataka,29AAACT6167G1Z3,The J&K Bank Ltd. (Bangalore) - New,,1304
GROUP16,The Jammu and Kashmir Bank Limited,SITE1303,The Jammu and Kashmir Bank Ltd.  Tamil Nadu,The Jammu and Kashmir Bank Ltd.  Tamil Nadu,Bangalore,2,4,Tamil Nadu,33AAACT6167G3ZC,The J&K Bank Ltd. (Tamilnadu) - New,,1303
GROUP55,Bira,SITE1262,B9 Beverages Pvt Ltd - Rajamundri,B9 Beverages Pvt Ltd -,Bangalore,2,2,Karnataka,29AAECD6739Q1ZS,Bira Rajmandri-New,,1262
GROUP57,Pepperfry Groups,SITE1224,Pepperfry  Banaswadi,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED ( Banasawadi ),Bangalore,2,2,Karnataka,29AADCT9374Q1Z8,Pepperfry Bansawadi - New,"Pepperfry Banaswadi Bangalore,Site no. 5AC-816, HRBR Layout, 1st Block, Banaswadi, Bangalore-560043
,Hardik Shroff -hardik.s@pepperfry.com
",1224
GROUP57,Pepperfry Groups,SITE1220,Pepperfry Bull Temple Road,"TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED ( Bull Temple Road )
",Bangalore,2,2,Karnataka,29AADCT9374Q1Z8,Pepperfry BullTemple - New,"Pepperfry Bangalore Bull Temple,Bull Temple Road, Basavanagudi, Gandhi Bazaar
",1220
GROUP57,Pepperfry Groups,SITE1223,Pepperfry Indiranagar ,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED (Indranagar KFC),Bangalore,2,2,Karnataka,29AADCT9374Q1Z8,Pepperyfry - Indira Nagar - New,"Peppeerfry Indiranagar,100 Feet Rd, Binnamangala, Defence Colony, Indiranagar,
",1223
GROUP64,Orion groups,SITE1113,Orion Mall Management Company Ltd (East),Orion property Management services Ltd,Bangalore,2,2,Karnataka,29AABCO5307J1ZC,Orion property Management services Ltd-Orion  MALL Restroom New,,1113
GROUP119,Hiranandani,SITE1112,Hiranandani Devanhalli - Cypress,Dosojin Property Services Pvt. Ltd,Bangalore,2,2,Karnataka,29AACCD9462C1ZL,Dosojin Properties Services Pvt Ltd - New,,1112
GROUP119,Hiranandani,SITE1055,Hiranandani Devanhalli - Chancery,Dosojin Property Services Pvt. Ltd - Chancery,Bangalore,2,2,Karnataka,29AACCD9462C1ZL,Dosojin Properties Services Pvt Ltd - New,,1055
GROUP119,Hiranandani,SITE1111,Hiranandani Devanhalli - Crossgate,Dosojin Property Services Pvt. Ltd - Crossgate,Bangalore,2,2,Karnataka,29AACCD9462C1ZL,Dosojin Properties Services Pvt Ltd - New,,1111
GROUP119,Hiranandani,SITE1318,Dosojin Property Services Private Limited-Clubhouse,Dosojin Property Services Private Limited,Bangalore,2,2,Karnataka,29AACCD9462C1ZL,Dosojin Properties Services Pvt Ltd - New,,1318
GROUP55,Bira,SITE1314,B9 Beverages Pvt Ltd - Bangalore,B9 Beverages Pvt Ltd,Bangalore,2,2,Karnataka,29AAECD6739Q1ZS,Bira Bangalore - New,"B9 Beverages Pvt Ltd - Blr,C/o We3 Supply Chain Solutions Pvt. Ltd.Sy.No: 19/4, Kanekallu Village.Jadigenahalli Hobli,Hoskote, Taluk, Kadugodi Post.",1314
GROUP63,Garuda Groups,SITE1164,Garuda Mall Bannerghata,Garuda Vriddhi Wellness Pvt.Ltd.,Bangalore,2,2,Karnataka,29AAECG3274D1ZO,Garuda - Bannerghatta- New,"Garuda Vriddhi Wellness Pvt Ltd- Bannerghatta,351,  Swagath Road, 3 Rd Block East,Lic Colony, Jayanagar Banguluru",1164
GROUP63,Garuda Groups,SITE1054,Garuda Mall Mysore,Maverick properties pvt ltd,Bangalore,2,2,Karnataka,29AAFCM0163Q1Z0,The Garuda (Mysore) - New,"Maverick properties pvt ltd,No. 78/1, new kr road, Basavangudi, Bangalore 560004.
",1054
GROUP63,Garuda Groups,SITE1143,Garuda Swagath mall,Garuda Vriddhi Wellness Pvt Ltd-,Bangalore,2,2,Karnataka,29AAECG3274D1ZO,Garuda Swagat - Jayanagar - New,"Garuda Vriddhi Wellness Pvt.Ltd.-Swagat Mall,351, Swagath Road, 3rd Block East, LIC Colony,Jayanagar, Banguluru",1143
GROUP63,Garuda Groups,SITE1162,Garuda Main Mall,Euroamer Garuda Resorts (India) Pvt.Ltd.,Bangalore,2,2,Karnataka,29AAACE6342G1ZP,Garuda Main Mall - New,"Euroamer Garuda Resorts (India) Pvt.Ltd.,# 78/1, New K. R. Road, Basavanagudi,Bangalore",1162
GROUP95,Basant Betons,SITE1023,Basant Betons- Indiranagar,Basant Betons,Bangalore,2,2,Karnataka,29AABFB0756F1ZP,Basant Betons Indiranagar - New,"Basant Betons,Opp. G.G. Hospital Near 6th Main Road,270, 100 Feet Rd, HAL 2nd Stage, Indiranagar,Bengaluru, Karnataka 560038
",1023
GROUP8,Hikal Limited,SITE53,Hikal Limited Bangalore Plant 2,Hikal Ltd - Bangalore,Bangalore,2,2,Karnataka,29AAACH0383A1Z1,Hikal  Ltd ( Bangalore ) - New,"Hikal Ltd - Bangalore,Plot no,28,K.I.D.B.industrial,area,jigani,aneekal  Bangalore,karnataka-560105",53
GROUP8,Hikal Limited,SITE52,Hikal Limited Bangalore Plant 1,Hikal Ltd - Bangalore,Bangalore,2,2,Karnataka,29AAACH0383A1Z1,Hikal  Ltd ( Bangalore ) - New,,52
GROUP8,Hikal Limited,SITE51,Hikal Limited Bangalore Marketing Office,Hikal Ltd - Bangalore Marketing,Bangalore,2,2,Karnataka,29AAACH0383A1Z1,Hikal  Ltd ( Bangalore ) - New,"Hikal Ltd,3rd Floor , Grey Rock
,#10, 24th Main,
J.P Nagar ,2nd Phase,Bangalore - 560078",51
GROUP101,Rennaissance Hotel,SITE1175,Rennaissance Hotel,Viceroy Bangalore Hotels Private Limited,Bangalore,2,2,Karnataka,29AADCV2102L1ZC,Renaissance Hotel - New,"Viceroy Bangalore Hotels Private Limited,17-17/1 Madhava Nagar Extension,Race Course Loop Lane,Bengaluru  Urban Karnataka 560001",1175
GROUP87,The Hive,SITE1179,The Hive,Sugam Vanijya Holdings Pvt Ltd- (The Hive),Bangalore,2,2,Karnataka,29AAACS1883J4ZX,Hive Hotel - New,"Sugam Vanijya Holdings Pvt Ltd- (The Hive),5th floor, VR Bengaluru, 11-B, SYNO 40/9, Deva Sandra industrial area,2nd stage, Mahadevapura, Bengaluru- 560048",1179
GROUP99,Platinum City,SITE1063,Platinum City,Platinum City,Bangalore,2,2,Karnataka,29AAFFP0063M1Z0,Platinum City - New,"HMT Road,Peenya,Bangalore,Karnataka-560022.,Contact Pesron_ Mr Durge Gowda-9632929983",1063
GROUP63,Garuda Groups,SITE1143,Maverick Holdings & Investment Pvt.Ltd.-Swagat Mall,"Maverick Holdings & Investment Pvt.Ltd.     
",Bangalore,2,2,Karnataka,29AAACM4345F1ZK,Garuda Swagat - Jayanagar - New,"Garuda Vriddhi Wellness Pvt.Ltd.-Swagat Mall,351, Swagath Road, 3rd Block East, LIC Colony,Jayanagar, Banguluru",1143
GROUP113,Aeris Residences,SITE1140,Aeris Residences Owner's Association,Aeris Residences Owner's Association,Bangalore,2,2,Karnataka,29AAHAA9825D1ZM,Aeris Aratt - New,"Aeris Residences Owner's Association,1, 80FT Road, 10/3-17,Off Madras Road, Michaelpalya,Indiranagar, Bangalore",1140
GROUP57,Pepperfry Groups,SITE1149,Pepperyfry - Jp Nagar Bangalore,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED(J.P.NAGAR),Bangalore,2,2,Karnataka,29AADCT9374Q1Z8,Pepperyfry - Jp Nagar - New,"Pepperfry Jp Nagar Bangalore,JP NAGAR, BANGALORE - 560 037  
,",1149
GROUP57,Pepperfry Groups,SITE1150,Pepperyfry - Indira Nagar Banaglore ,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED( Indiranagar),Bangalore,2,2,Karnataka,29AADCT9374Q1Z8,Pepperyfry - Indira Nagar - New,"Pepperfry Indiranagar,100 FT Road,Binnamangala,Defence Colony,Indiranagar",1150
GROUP57,Pepperfry Groups,SITE1151,Pepperfry Whitefield Bangalore,TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED,Bangalore,2,2,Karnataka,29AADCT9374Q1Z8,Pepperyfry - Whitefield - New,"Pepperfry Whitefield Bangalore,KIADB Export Promotion Industrial Area, Land mark,Royal Enfield Showroom,Whitefield,Bengaluru,Karnataka-560066.",1151
GROUP57,Pepperfry Groups,SITE1212,Pepperfry Basaveshwar Nagar,"TRENDSUTRA CLIENT SERVICES PRIVATE LIMITED ( Basaweshwara Nagar )
",Bangalore,2,2,Karnataka,29AADCT9374Q1Z8,Pepperfry Basaweshwara Nagar-new,"Pepperfry Basaveshwara Nagar,469,Sitaaratan Corner,Siddhaiah Puranik Road,3rd Stage,Near Water Tank Bus Stop,Basaveshwara Nagar,",1212
GROUP57,Pepperfry Groups,SITE1148,Pepperfry Vizak  Bangalore,Pepcart Logistics Private Limited,Bangalore,2,21,Andhra Pradesh,37AAICP5678E1Z0,Pepperfry Vizak - New,,1148
GROUP67,Assetz,SITE1056,Assetz Premium Holdings Pvt. Ltd ,Assetz Premium Holdings Pvt. Ltd,Bangalore,2,2,Karnataka,29AANCA3473H1ZC,Assetz Premium Holdings Pvt. Ltd.-New,"Assetz Premium Holdings Pvt. Ltd,#2/1, Embassy Icon Annexe,'Infantry Road,Bangalore – 560 001",1056
